cor.locs,Latitude,Longitude
"Ctr Earth Sci Studies, Trivandrum 695031, Kerala, India.",8.5241391,76.9366376
NA,,
"Univ Gour Banga, Dept Geog, Malda, W Bengal, India.",24.9837972,88.1381379
"North Eastern Hill Univ, Ctr Adv Studies Bot, Shillong 793022, Meghalaya, India.",25.6120984,91.8977131
NA,,
NA,,
"Univ Calcutta, Dept Zool, Aquat Bioresource Res Lab, 35 Ballygunge Circular Rd, Kolkata 700019, India.",22.5274489,88.364021
"Inst Wood Sci & Technol, 18th Cross, Malleswaram 560003, Bengaluru, India.",13.0112668,77.5704048
"Indian Council Agr Res, Directorate Coldwater Fisheries Res, Mol Genet Lab, Naini Tal 263136, Uttarakhand, India.",29.3607268,79.5528173
"CSIR, Cent Inst Med & Aromat Plants, Res Ctr, PO Nagla Dairy Farm, Udham Singh Nagar 263149, Uttarakhand, India.",28.9981478,79.5125662
"Phys Res Lab, Geosci Div, Ahmadabad 380009, Gujarat, India.",23.0314594,72.5641077
"Tamil Nadu Agr Univ, Forest Coll & Res Inst, Mettupalayam 641301, Tamil Nadu, India.",11.3027849,76.9383385
"Madurai Kamaraj Univ, Sch Biol Sci, Dept Plant Sci, Madurai 625021, Tamil Nadu, India.",9.9403922,78.0105374
"Cent Arid Zone Res Inst, Jodhpur 342003, Rajasthan, India.",26.2484769,72.9976487
"Univ Tehran, Coll Engn, Sch Surveying & Geospatial Engn, Ctr Excellence Geomat Engn Disaster Management, Tehran, Iran.",35.7218583,51.3346954
"Kerala Forest Res Inst, Div Forest Informat Management, Thrissur 680653, Kerala, India.",10.5191749,76.3695167
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India.",12.0182619,79.8568461
"Victoria Univ Wellington, Sch Biol Sci, Wellington 6140, New Zealand.",-41.2923814,174.7787463
"Natl Inst Virol, ICMR, Sus Rd, Pune 411021, Maharashtra, India.",18.543185,73.7887827
NA,,
"JalaSRI Watershed Surveillance & Res Inst, MJ Coll Campus, Jalgaon 425002, Maharashtra, India.",20.9999173,75.5539521
"Nanjing Univ Informat Sci & Technol, Sch Hydrol & Water Resources, Nanjing, Peoples R China.",32.0568391,118.7789602
"ICAR Cent Arid Zone Res Inst, Reg Res Inst, Pali Marwar 306401, India.",25.7748303,73.3382006
"E-3-164 Arera Colony,POB 462016, Bhopal, Madhya Pradesh, India.",23.2145381,77.4385461
NA,,
"MoES, ESSO, Natl Ctr Medium Range Weather Forecasting, Noida 201309, India.",28.62492,77.3598937
NA,,
"Salim Ali Ctr Ornithol & Nat Hist, Anaikatty PO, Coimbatore 641108, Tamil Nadu, India.",11.0927309,76.7869297
"Punjab Agr Univ, Dept Agr Meteorol, Ludhiana 141004, Punjab, India.",30.9041,75.8065531
NA,,
NA,,
NA,,
"Tel Aviv Yaffo Acad Coll, Tel Aviv, Israel.",32.0700137,34.7940951
"ISRO, IIRS, Dehra Dun, Uttar Pradesh, India.",27.5705886,80.0981869
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Microbiol, Lucknow 226003, Uttar Pradesh, India.",26.878359,80.8725733
"Sri Padmavathi Mahila Visvavidyalayam, Dept Appl Microbiol, Tirupati, AP, India.",13.6181585,79.3989732
NA,,
"Sambalpur Univ, PG Dept Environm Sci, Sambalpur 768019, India.",21.4784664,83.8844697
"Int Ctr Integrated Mt Dev, GPO Box 3226, Kathmandu, Nepal.",27.7172453,85.3239605
"Guru Nanak Dev Univ, Dept Human Genet, Amritsar 143005, Punjab, India.",31.6345171,74.8229316
"Cent Soil & Water Conservat Res & Training Inst, 218 Kaulagarh Rd, Dehra Dun 248195, Uttar Pradesh, India.",30.335641,78.0240375
NA,,
"Univ Milano Bicocca, Dept Biotechnol & Biosci, Piazza Sci 2, I-20126 Milan, Italy.",45.5174236,9.2184075
"Chinese Acad Sci, Gardening & Hort Dept, Xishuangbanna Trop Bot Garden, Mengla 666303, Yunnan, Peoples R China.",21.9353099,101.24881
"NE Hill Univ, Sch Life Sci, Ctr Adv Studies Bot, Shillong 793022, Meghalaya, India.",25.6116774,91.8992403
"Panjab Univ, Dept Zool, Chandigarh 160014, Chandigarh, India.",30.7582935,76.7642204
"Rajendra Agr Univ, Dept Forestry, Samastipur 848125, Bihar, India.",25.9850076,85.6735308
NA,,
NA,,
"Indian Inst Technol Kharagpur, Dept Civil Engn, Kharagpur 721302, W Bengal, India.",22.3145443,87.3090683
"ATREE, Suri Sehgal Ctr Biodivers & Conservat, Juakkur PO, Bangalore 560064, Karnataka, India.",13.0642925,77.6202162
"Indraprastha Inst Informat Technol, New Delhi 110020, India.",28.5455795,77.273111
"Bidhan Chandra Krishi Viswavidyalaya, Mohanpur 741252, West Bengal, India.",22.9452453,88.5335715
"Doon Univ, Sch Environm & Nat Resources, Dehra Dun 248012, Uttarakhand, India.",30.2690156,78.0442659
NA,,
"ICAR Res Complex, Div Nat Resource Management, Krishi Anusandhan Bhavan 2, New Delhi 110012, India.",28.6406613,77.173081
"Wildlife Inst India, POB 18, Dehra Dun 248001, Uttar Pradesh, India.",27.5705886,80.0981869
NA,,
"NATL BOT RES INST,LUCKNOW 226001,UTTAR PRADESH,INDIA.",26.8537051,80.9484195
NA,,
"Def Res & Dev Org, Analyt Chem Grp, Def Met Res Lab, Hyderabad 500058, Andhra Pradesh, India.",15.9128998,79.7399875
"Indian Inst Sci, Ctr Ecol Sci, Energy & Wetland Res Grp, Bangalore 560012, Karnataka, India.",13.0140114,77.565762
"Himalayan Forest Res Inst, Conifer Campus, Panthaghati 171013, Shimla, India.",31.0679382,77.180149
"N Eastern Reg Inst Sci & Technol, Dept Forestry, Nirjuli 791109, Arunachal Prade, India.",27.1262059,93.7390674
"Univ Sci & Technol, Baridua 9th Mile, Meghalaya, India.",26.077311,91.821999
"Univ Calif Davis, Dept Land Air & Water Resources, Davis, CA 95616 USA.",38.5434175,-121.7523053
"Assam Agr Univ, Krishi Vigyan Kendra, Diphu 782462, Assam, India.",25.8747231,93.4464235
NA,,
"Ben Gurion Univ Negev, Eilat Campus,POB 272, IL-88000 Elat, Israel.",29.557669,34.951925
NA,,
"ICAR Natl Rea Ctr Seed Spices, Ajmer, India.",26.36611,74.5933303
"Karnatak Univ, Dept Zool, Environm Toxicol & Mol Biol Lab, Dharwad 580003, Karnataka, India.",15.440399,74.9852312
NA,,
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India.",12.0182619,79.8568461
"Cardiff Univ, Sch Biosci, Catchment Res Grp, POB 915, Cardiff CF1 3TL, S Glam, Wales.",51.483707,-3.1680962
"Dolphin PG Inst Biomed & Nat Sci, Dept Forestry, Manduwala Dehradun 248007, Uttarakhand, India.",30.3880099,77.9410251
"Emporia State Univ, Dept Geog, POB 4032,Plumb Hall, Emporia, KS 66801 USA.",38.4162018,-96.1792715
"Inst Natl Informat Geog & Forestiere, Lab Inventaire Forestier, F-54000 Nancy, France.",48.6942707,6.1894947
"Sher E Kashmir Univ Agr Sci & Technol, Fac Forestry, Benhama Ganderbal, Kashmir, India.",34.2740347,74.7847828
"Univ Calcutta, Dept Bot, Ctr Adv Studies, 35 Ballygunge Circular Rd, Kolkata 700019, W Bengal, India.",22.5274489,88.364021
"CIRAD, UPR AGIRs, F-34398 Montpellier 05, France.",43.610769,3.876716
"Deakin Univ, Inst Phys Act & Nutr, Fac Hlth, Melbourne, Vic, Australia.",-37.8445153,145.1122556
"ICAR Indian Grassland & Fodder Res Inst, Jhansi, Uttar Pradesh, India.",25.5113086,78.5337261
"Univ Queensland, Cooperat Res Ctr Sugar Ind Innovat Biotechnol, Brisbane, Qld 4072, Australia.",-27.4978543,153.0132861
"Nanjing Univ, Sch Med, Affiliated Drum Tower Hosp, Dept Gastroenterol, 321 Zhongshan Rd, Nanjing 210008, Peoples R China.",32.057263,118.783002
"CENT ARID ZONE RES INST, JODHPUR 342003, RAJASTHAN, INDIA.",26.2484769,72.9976487
"Natl Remote Sensing Agcy, Dept Space, IGBP Stn, Hyderabad 500037, Andhra Pradesh, India.",15.9128998,79.7399875
NA,,
"IIASA, Laxenburg, Austria.",48.0682657,16.3581941
"BIT, Dept Remote Sensing, Ranchi 835215, Jharkhand, India.",23.4127781,85.4417735
NA,,
"NE Hill Univ, Pachhunga Univ Coll, Dept Bot, Aizawl 796005, India.",23.7232572,92.7272181
"Indian Inst Technol, Ctr Oceans Rivers Atmosphere & Land Sci, Kharagpur 721302, W Bengal, India.",22.3145443,87.3090683
"Amrita Vishwa Vidyapeetham, Ctr Computat Engn & Networking, Coimbatore, Tamil Nadu, India.",10.9026791,76.9006279
"Natl Ctr Biol Sci, Wildlife Conservat Soc India Program, Post Grad Programme Wildlife Biol & Conservat, Bengaluru, India.",12.9715987,77.5945627
"GB Pant Univ Agr & Technol, Coll Basic Sci & Humanities, Dept Environm Sci, Pantnagar 263145, Uttarakhand, India.",29.0246773,79.4895819
"Laurentian Univ, Sudbury, ON, Canada.",46.4672485,-80.9757296
"Amer Museum Nat Hist, Dept Entomol, New York, NY 10024 USA.",40.7813241,-73.9739882
"Kyushu Univ, Dept Biol, Grad Sch Sci, Higashi Ku, 6-10-1 Hakozaki, Fukuoka 8128581, Japan.",33.6254727,130.4244086
"King Saud Univ, Dept Bot & Microbiol, Coll Sci, Riyadh 11451, Saudi Arabia.",24.7222078,46.6258804
"US Geol Survey, Earthquake Sci Ctr, Moffett Field, CA 94035 USA.",37.4090755,-122.0507824
"Kenya Forestry Res Inst, Div Biotechnol, POB 20412, Nairobi, Kenya.",-1.2920659,36.8219462
"ICMR Natl Inst Virol, Sus Rd, Pune 410021, Maharashtra, India.",18.543185,73.7887827
"Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Calle 43 130, Merida 97200, Yucatan, Mexico.",20.9759492,-89.6037211
"Univ Kerala, Dept Environm Sci, Thiruvananthapuram 695581, Kerala, India.",8.5645968,76.8851597
"N Eastern Reg Inst Sci & Technol, Dept Forestry, Restorat Ecol Lab, Nirjuli 791109, Arunachal Prade, India.",27.1178324,93.7485874
"Indira Gandhi Inst Dev Res, Bombay 400065, Maharashtra, India.",19.1661694,72.8777268
NA,,
NA,,
NA,,
NA,,
NA,,
"Univ North Bengal, Dept Tea Sci, Darjeeling 734013, W Bengal, India.",26.7111066,88.350382
"Cent Res Inst Dryland Agr, Hyderabad, Andhra Pradesh, India.",17.385044,78.486671
"ISRO, Forestry & Ecol Dept, Indian Inst Remote Sensing, Dehra Dun 248001, Uttar Pradesh, India.",27.5705886,80.0981869
"Indira Gandhi Natl Tribal Univ, Dept Environm Sci, Amarkantak, MP, India.",22.6822292,81.7532219
"St Gahira Guru Vishwavidyalaya, Dept Farm Forestry, Ambikapur 497001, Chhattisgarh, India.",23.1145687,83.1885839
"Tech Univ Carolo Wilhelmina Braunschweig, Div Evolutionary Biol, Inst Zool, D-38106 Braunschweig, Germany.",52.2740424,10.5292636
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India.",12.0182619,79.8568461
"Conservat Int, 2011 Crystal Dr,Suite 600, Arlington, VA 22202 USA.",38.8556199,-77.048901
"Karolinska Inst, Dept Publ Hlth Sci, Global Hlth IHCAR, Tomtebodavagen 18 A, SE-17177 Stockholm, Sweden.",59.3499855,18.0241634
NA,,
"Nat Conservat Fdn, Cranes & Wetlands Programme, 3076-5 4th Cross,Gokulam Pk, Mysore 570002, Karnataka, India.",12.3309526,76.6320163
"Nat Conservat Fdn, 3076-5,4 Cross,Gokulam Pk, Mysore 570002, Karnataka, India.",12.3309526,76.6320163
"Gurukul Kangri Univ, Haridwar 249401, India.",29.9200441,78.1229689
NA,,
"Pondicherry Univ, Salim Ali Sch Ecol & Environm Sci, Pondicherry 605014, India.",12.0182619,79.8568461
"Indian Inst Sci, Ctr Ecol Sci, Bangalore 560012, Karnataka, India.",13.0140114,77.565762
"Kerala Univ Fisheries & Ocean Studies KUFOS, Dept Fisheries Resource Management, Kochi, India.",9.9105256,76.3173189
NA,,
"Jawaharlal Nehru Univ, Sch Environm Sci, Applicat Remote Sensing Lab, New Mehrauli Rd, New Delhi 110067, India.",28.5433333,77.1805556
"USDA, US Forest Serv, So Res Stn, 4700 Old Kingston Pike, Knoxville, TN 37919 USA.",35.939384,-83.9818759
"Indira Gandhi Agr Univ, Dept Forestry, Raipur 492012, Madhya Pradesh, India.",22.9734229,78.6568942
"Indian Inst Hort Res, ICAR, Bengaluru 560089, India.",13.1335243,77.4911317
"Graph Era Hill Univ, Sch Agr Sci, Dehra Dun 248002, Uttarakhand, India.",30.2723733,78.0010035
"Politecn Milan, Dipartimento Informat Elettron & Bioingn, Milan, Italy.",45.4642035,9.189982
"Natl Ctr Biol Sci, Tata Inst Fundamental Res, GKVK Campus,Bellary Rd, Bangalore 560065, Karnataka, India.",13.0938741,77.5763042
"ICAR Indian Inst Soil Sci, Bhopal 462038, India.",23.3077978,77.4069479
"Annamalai Univ, Fac Marine Sci, Ctr Adv Study Marine Biol, Parangipettai 608502, Tamil Nadu, India.",11.4914533,79.7653509
"Natl Inst Epidemiol, Dept Epidemiol, Madras, Tamil Nadu, India.",13.1190297,80.227964
"Space Applicat Ctr ISRO, Agr Forestry & Environm Grp, Ahmadabad 380015, Gujarat, India.",23.0277933,72.518888
"CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India.",26.7809628,80.9981576
NA,,
"Univ Bonn, Ctr Dev Res, Walter Flex Str 3, D-53113 Bonn, Germany.",51.0247241,6.9985295
NA,,
"Punjab Agr Univ, Dept Soil Sci, Ludhiana 141004, Punjab, India.",30.8996258,75.8047678
"Univ Stellenbosch, Dept Conservat Ecol & Entomol, Ctr Invas Biol, Private Bag X1, ZA-7602 Matieland, South Africa.",-33.9325387,18.8600224
"Deemed Univ, NERIST, Dept Forestry, Nirjuli 791109, Arunachal Prade, India.",27.1262059,93.7390674
NA,,
"Nat Hist Museum, Dept Life Sci, London SW7 5BD, England.",51.496715,-0.1763672
"WWF India, 172 B Lodhi Estate,Max Mueller Marg, New Delhi 110003, India.",28.590965,77.223072
"ISRO, Indian Inst Remote Sensing, 4 Kalidas Rd, Dehra Dun 248001, India.",30.3409258,78.0446431
NA,,
"UNESP, FCAV, Dept Tecnol, Via Acesso Prof PD Castellane Km 5, BR-14884900 Jaboticabal, SP, Brazil.",-21.2553986,-48.3204453
NA,,
"Bhabha Atom Res Ctr, Astrophys Sci Div, Nucl Res Lab, Srinagar, Jammu & Kashmir, India.",34.0836708,74.7972825
